AFFGEOID,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US04013814900,4013814900,"Census Tract 8149, Maricopa County, Arizona",2838,211
1400000US04013815000,4013815000,"Census Tract 8150, Maricopa County, Arizona",4297,375
1400000US04013815100,4013815100,"Census Tract 8151, Maricopa County, Arizona",4439,511
1400000US04013815200,4013815200,"Census Tract 8152, Maricopa County, Arizona",7419,599
1400000US04013815300,4013815300,"Census Tract 8153, Maricopa County, Arizona",4400,293
1400000US04013815400,4013815400,"Census Tract 8154, Maricopa County, Arizona",7509,799
1400000US04013815500,4013815500,"Census Tract 8155, Maricopa County, Arizona",5410,591
1400000US04013815600,4013815600,"Census Tract 8156, Maricopa County, Arizona",5315,370
1400000US04013815700,4013815700,"Census Tract 8157, Maricopa County, Arizona",5738,359
1400000US04013815800,4013815800,"Census Tract 8158, Maricopa County, Arizona",5402,611
1400000US04013815900,4013815900,"Census Tract 8159, Maricopa County, Arizona",6867,547
1400000US04013816000,4013816000,"Census Tract 8160, Maricopa County, Arizona",10663,896
1400000US04013816100,4013816100,"Census Tract 8161, Maricopa County, Arizona",7674,414
1400000US04013816200,4013816200,"Census Tract 8162, Maricopa County, Arizona",4558,548
1400000US04013816300,4013816300,"Census Tract 8163, Maricopa County, Arizona",2881,294
1400000US04013816400,4013816400,"Census Tract 8164, Maricopa County, Arizona",7643,737
1400000US04013816500,4013816500,"Census Tract 8165, Maricopa County, Arizona",4006,438
1400000US04013816600,4013816600,"Census Tract 8166, Maricopa County, Arizona",5034,402
1400000US04013816700,4013816700,"Census Tract 8167, Maricopa County, Arizona",2524,367
1400000US04013816800,4013816800,"Census Tract 8168, Maricopa County, Arizona",2954,327
1400000US04013816900,4013816900,"Census Tract 8169, Maricopa County, Arizona",4581,533
1400000US04013817000,4013817000,"Census Tract 8170, Maricopa County, Arizona",3430,275
1400000US04013817100,4013817100,"Census Tract 8171, Maricopa County, Arizona",7848,852
1400000US04013817200,4013817200,"Census Tract 8172, Maricopa County, Arizona",6450,739
1400000US04013817300,4013817300,"Census Tract 8173, Maricopa County, Arizona",5180,495
1400000US04013817400,4013817400,"Census Tract 8174, Maricopa County, Arizona",2788,247
1400000US04013817500,4013817500,"Census Tract 8175, Maricopa County, Arizona",2521,348
1400000US04013817600,4013817600,"Census Tract 8176, Maricopa County, Arizona",1072,206
1400000US04013940700,4013940700,"Census Tract 9407, Maricopa County, Arizona",99,82
1400000US04013941000,4013941000,"Census Tract 9410, Maricopa County, Arizona",3165,465
1400000US04013941100,4013941100,"Census Tract 9411, Maricopa County, Arizona",32,52
1400000US04013941200,4013941200,"Census Tract 9412, Maricopa County, Arizona",1032,118
1400000US04013941300,4013941300,"Census Tract 9413, Maricopa County, Arizona",6132,598
1400000US04013980100,4013980100,"Census Tract 9801, Maricopa County, Arizona",0,13
1400000US04013980400,4013980400,"Census Tract 9804, Maricopa County, Arizona",11,5
1400000US04013980500,4013980500,"Census Tract 9805, Maricopa County, Arizona",69,79
1400000US04013980600,4013980600,"Census Tract 9806, Maricopa County, Arizona",0,13
1400000US04013980700,4013980700,"Census Tract 9807, Maricopa County, Arizona",0,13
1400000US04015940400,4015940400,"Census Tract 9404, Mohave County, Arizona",1096,173
1400000US04015940501,4015940501,"Census Tract 9405.01, Mohave County, Arizona",2545,330
1400000US04015950100,4015950100,"Census Tract 9501, Mohave County, Arizona",10925,870
1400000US04015950401,4015950401,"Census Tract 9504.01, Mohave County, Arizona",2254,523
1400000US04015950402,4015950402,"Census Tract 9504.02, Mohave County, Arizona",3867,498
1400000US04015950500,4015950500,"Census Tract 9505, Mohave County, Arizona",1116,246
1400000US04015950600,4015950600,"Census Tract 9506, Mohave County, Arizona",8581,715
1400000US04015950703,4015950703,"Census Tract 9507.03, Mohave County, Arizona",3733,529
1400000US04015950704,4015950704,"Census Tract 9507.04, Mohave County, Arizona",5451,550
1400000US04015950705,4015950705,"Census Tract 9507.05, Mohave County, Arizona",3952,505
1400000US04015950706,4015950706,"Census Tract 9507.06, Mohave County, Arizona",4281,630
1400000US04015951401,4015951401,"Census Tract 9514.01, Mohave County, Arizona",3855,420
1400000US04015951402,4015951402,"Census Tract 9514.02, Mohave County, Arizona",3962,575
1400000US04015951501,4015951501,"Census Tract 9515.01, Mohave County, Arizona",3628,435
1400000US04015951502,4015951502,"Census Tract 9515.02, Mohave County, Arizona",5283,428
1400000US04015951601,4015951601,"Census Tract 9516.01, Mohave County, Arizona",3024,314
1400000US04015951602,4015951602,"Census Tract 9516.02, Mohave County, Arizona",4217,457
1400000US04015951700,4015951700,"Census Tract 9517, Mohave County, Arizona",5482,716
1400000US04015951800,4015951800,"Census Tract 9518, Mohave County, Arizona",3575,455
1400000US04015951900,4015951900,"Census Tract 9519, Mohave County, Arizona",4427,408
1400000US04015952001,4015952001,"Census Tract 9520.01, Mohave County, Arizona",2064,319
1400000US04015952002,4015952002,"Census Tract 9520.02, Mohave County, Arizona",6514,836
1400000US04015952003,4015952003,"Census Tract 9520.03, Mohave County, Arizona",4607,432
1400000US04015952004,4015952004,"Census Tract 9520.04, Mohave County, Arizona",3562,509
1400000US04015952400,4015952400,"Census Tract 9524, Mohave County, Arizona",2699,346
1400000US04015952500,4015952500,"Census Tract 9525, Mohave County, Arizona",4900,442
1400000US04015952600,4015952600,"Census Tract 9526, Mohave County, Arizona",3329,302
1400000US04015952700,4015952700,"Census Tract 9527, Mohave County, Arizona",4815,532
1400000US04015952800,4015952800,"Census Tract 9528, Mohave County, Arizona",6134,446
1400000US04015952900,4015952900,"Census Tract 9529, Mohave County, Arizona",4817,534
1400000US04015953000,4015953000,"Census Tract 9530, Mohave County, Arizona",5837,531
1400000US04015953100,4015953100,"Census Tract 9531, Mohave County, Arizona",3059,339
1400000US04015953200,4015953200,"Census Tract 9532, Mohave County, Arizona",2391,276
1400000US04015953300,4015953300,"Census Tract 9533, Mohave County, Arizona",6373,677
1400000US04015953401,4015953401,"Census Tract 9534.01, Mohave County, Arizona",5359,532
1400000US04015953402,4015953402,"Census Tract 9534.02, Mohave County, Arizona",6150,614
1400000US04015953601,4015953601,"Census Tract 9536.01, Mohave County, Arizona",9273,543
1400000US04015953602,4015953602,"Census Tract 9536.02, Mohave County, Arizona",2970,435
1400000US04015953800,4015953800,"Census Tract 9538, Mohave County, Arizona",6052,608
1400000US04015953900,4015953900,"Census Tract 9539, Mohave County, Arizona",6406,764
1400000US04015954800,4015954800,"Census Tract 9548, Mohave County, Arizona",10832,1388
1400000US04015954900,4015954900,"Census Tract 9549, Mohave County, Arizona",3920,425
1400000US04015955000,4015955000,"Census Tract 9550, Mohave County, Arizona",5165,660
1400000US04017940008,4017940008,"Census Tract 9400.08, Navajo County, Arizona",1175,146
1400000US04017940010,4017940010,"Census Tract 9400.10, Navajo County, Arizona",2906,252
1400000US04017940011,4017940011,"Census Tract 9400.11, Navajo County, Arizona",2688,221
1400000US04017940012,4017940012,"Census Tract 9400.12, Navajo County, Arizona",3499,470
1400000US04017940013,4017940013,"Census Tract 9400.13, Navajo County, Arizona",4297,465
1400000US04017940014,4017940014,"Census Tract 9400.14, Navajo County, Arizona",2789,231
1400000US04017940015,4017940015,"Census Tract 9400.15, Navajo County, Arizona",4300,285
1400000US04017940100,4017940100,"Census Tract 9401, Navajo County, Arizona",4755,493
1400000US04017940301,4017940301,"Census Tract 9403.01, Navajo County, Arizona",4317,471
1400000US04017940302,4017940302,"Census Tract 9403.02, Navajo County, Arizona",3130,480
1400000US04017942300,4017942300,"Census Tract 9423, Navajo County, Arizona",2113,193
1400000US04017942400,4017942400,"Census Tract 9424, Navajo County, Arizona",2414,351
1400000US04017942500,4017942500,"Census Tract 9425, Navajo County, Arizona",5127,552
1400000US04017960100,4017960100,"Census Tract 9601, Navajo County, Arizona",1825,216
1400000US04017960200,4017960200,"Census Tract 9602, Navajo County, Arizona",3776,263
1400000US04017960400,4017960400,"Census Tract 9604, Navajo County, Arizona",3644,369
1400000US04017960500,4017960500,"Census Tract 9605, Navajo County, Arizona",4247,623
1400000US04017960600,4017960600,"Census Tract 9606, Navajo County, Arizona",4507,399
1400000US04017961300,4017961300,"Census Tract 9613, Navajo County, Arizona",3269,598
1400000US04017961700,4017961700,"Census Tract 9617, Navajo County, Arizona",6335,651
1400000US04017962500,4017962500,"Census Tract 9625, Navajo County, Arizona",3516,489
1400000US04017963300,4017963300,"Census Tract 9633, Navajo County, Arizona",4560,466
1400000US04017963400,4017963400,"Census Tract 9634, Navajo County, Arizona",3482,537
1400000US04017963700,4017963700,"Census Tract 9637, Navajo County, Arizona",1365,457
1400000US04017963800,4017963800,"Census Tract 9638, Navajo County, Arizona",4161,338
1400000US04017964201,4017964201,"Census Tract 9642.01, Navajo County, Arizona",1976,755
1400000US04017964202,4017964202,"Census Tract 9642.02, Navajo County, Arizona",1980,490
1400000US04017964800,4017964800,"Census Tract 9648, Navajo County, Arizona",4494,613
1400000US04017964900,4017964900,"Census Tract 9649, Navajo County, Arizona",2564,497
1400000US04017965200,4017965200,"Census Tract 9652, Navajo County, Arizona",4243,509
1400000US04017965300,4017965300,"Census Tract 9653, Navajo County, Arizona",4035,602
1400000US04019000100,4019000100,"Census Tract 1, Pima County, Arizona",494,114
1400000US04019000200,4019000200,"Census Tract 2, Pima County, Arizona",4309,702
1400000US04019000300,4019000300,"Census Tract 3, Pima County, Arizona",1601,266
1400000US04019000400,4019000400,"Census Tract 4, Pima County, Arizona",3396,319
1400000US04019000500,4019000500,"Census Tract 5, Pima County, Arizona",10509,1087
1400000US04019000600,4019000600,"Census Tract 6, Pima County, Arizona",5279,736
1400000US04019000700,4019000700,"Census Tract 7, Pima County, Arizona",4430,428
1400000US04019000800,4019000800,"Census Tract 8, Pima County, Arizona",1793,182
1400000US04019000900,4019000900,"Census Tract 9, Pima County, Arizona",2725,376
1400000US04019001000,4019001000,"Census Tract 10, Pima County, Arizona",988,144
1400000US04019001100,4019001100,"Census Tract 11, Pima County, Arizona",2810,278
1400000US04019001200,4019001200,"Census Tract 12, Pima County, Arizona",3984,351
1400000US04019001302,4019001302,"Census Tract 13.02, Pima County, Arizona",1987,233
1400000US04019001303,4019001303,"Census Tract 13.03, Pima County, Arizona",2945,399
1400000US04019001304,4019001304,"Census Tract 13.04, Pima County, Arizona",5083,692
1400000US04019001400,4019001400,"Census Tract 14, Pima County, Arizona",5344,592
1400000US04019001500,4019001500,"Census Tract 15, Pima County, Arizona",4875,714
1400000US04019001600,4019001600,"Census Tract 16, Pima County, Arizona",3879,381
1400000US04019001700,4019001700,"Census Tract 17, Pima County, Arizona",2941,310
1400000US04019001801,4019001801,"Census Tract 18.01, Pima County, Arizona",5569,607
1400000US04019001802,4019001802,"Census Tract 18.02, Pima County, Arizona",2442,379
1400000US04019001900,4019001900,"Census Tract 19, Pima County, Arizona",3961,475
1400000US04019002000,4019002000,"Census Tract 20, Pima County, Arizona",6769,708
1400000US04019002100,4019002100,"Census Tract 21, Pima County, Arizona",5759,597
1400000US04019002201,4019002201,"Census Tract 22.01, Pima County, Arizona",3282,383
1400000US04019002202,4019002202,"Census Tract 22.02, Pima County, Arizona",2947,549
1400000US04019002300,4019002300,"Census Tract 23, Pima County, Arizona",5675,33
1400000US04019002400,4019002400,"Census Tract 24, Pima County, Arizona",5945,551
1400000US04019002501,4019002501,"Census Tract 25.01, Pima County, Arizona",6258,824
1400000US04019002503,4019002503,"Census Tract 25.03, Pima County, Arizona",4598,532
1400000US04019002504,4019002504,"Census Tract 25.04, Pima County, Arizona",5334,620
1400000US04019002505,4019002505,"Census Tract 25.05, Pima County, Arizona",6293,717
1400000US04019002506,4019002506,"Census Tract 25.06, Pima County, Arizona",7907,622
1400000US04019002602,4019002602,"Census Tract 26.02, Pima County, Arizona",4311,615
1400000US04019002603,4019002603,"Census Tract 26.03, Pima County, Arizona",3260,523
1400000US04019002604,4019002604,"Census Tract 26.04, Pima County, Arizona",3816,506
1400000US04019002702,4019002702,"Census Tract 27.02, Pima County, Arizona",4987,528
1400000US04019002703,4019002703,"Census Tract 27.03, Pima County, Arizona",3676,383
1400000US04019002704,4019002704,"Census Tract 27.04, Pima County, Arizona",2062,234
1400000US04019002801,4019002801,"Census Tract 28.01, Pima County, Arizona",1582,346
1400000US04019002802,4019002802,"Census Tract 28.02, Pima County, Arizona",4124,349
1400000US04019002803,4019002803,"Census Tract 28.03, Pima County, Arizona",2169,343
1400000US04019002901,4019002901,"Census Tract 29.01, Pima County, Arizona",6890,754
1400000US04019002904,4019002904,"Census Tract 29.04, Pima County, Arizona",3564,300
1400000US04019002905,4019002905,"Census Tract 29.05, Pima County, Arizona",4295,527
1400000US04019002906,4019002906,"Census Tract 29.06, Pima County, Arizona",2270,208
1400000US04019003002,4019003002,"Census Tract 30.02, Pima County, Arizona",4350,347
1400000US04019003003,4019003003,"Census Tract 30.03, Pima County, Arizona",4100,451
1400000US04019003004,4019003004,"Census Tract 30.04, Pima County, Arizona",1753,201
1400000US04019003101,4019003101,"Census Tract 31.01, Pima County, Arizona",6273,746
1400000US04019003102,4019003102,"Census Tract 31.02, Pima County, Arizona",4078,374
1400000US04019003200,4019003200,"Census Tract 32, Pima County, Arizona",6111,688
1400000US04019003302,4019003302,"Census Tract 33.02, Pima County, Arizona",4153,482
1400000US04019003303,4019003303,"Census Tract 33.03, Pima County, Arizona",3578,369
1400000US04019003304,4019003304,"Census Tract 33.04, Pima County, Arizona",3319,385
1400000US04019003400,4019003400,"Census Tract 34, Pima County, Arizona",5487,651
1400000US04019003501,4019003501,"Census Tract 35.01, Pima County, Arizona",7906,762
1400000US04019003502,4019003502,"Census Tract 35.02, Pima County, Arizona",4455,432
1400000US04019003503,4019003503,"Census Tract 35.03, Pima County, Arizona",5028,599
1400000US04019003504,4019003504,"Census Tract 35.04, Pima County, Arizona",2450,222
1400000US04019003600,4019003600,"Census Tract 36, Pima County, Arizona",5886,542
1400000US04019003702,4019003702,"Census Tract 37.02, Pima County, Arizona",6815,782
1400000US04019003704,4019003704,"Census Tract 37.04, Pima County, Arizona",5218,486
1400000US04019003705,4019003705,"Census Tract 37.05, Pima County, Arizona",5628,484
1400000US04019003706,4019003706,"Census Tract 37.06, Pima County, Arizona",5419,573
1400000US04019003707,4019003707,"Census Tract 37.07, Pima County, Arizona",3499,368
1400000US04019003801,4019003801,"Census Tract 38.01, Pima County, Arizona",3251,386
1400000US04019003802,4019003802,"Census Tract 38.02, Pima County, Arizona",5366,517
1400000US04019003901,4019003901,"Census Tract 39.01, Pima County, Arizona",2248,315
1400000US04019003902,4019003902,"Census Tract 39.02, Pima County, Arizona",2918,247
1400000US04019003903,4019003903,"Census Tract 39.03, Pima County, Arizona",3190,314
1400000US04019004008,4019004008,"Census Tract 40.08, Pima County, Arizona",4760,376
1400000US04019004010,4019004010,"Census Tract 40.10, Pima County, Arizona",3148,276
1400000US04019004011,4019004011,"Census Tract 40.11, Pima County, Arizona",7775,708
1400000US04019004022,4019004022,"Census Tract 40.22, Pima County, Arizona",6512,518
1400000US04019004025,4019004025,"Census Tract 40.25, Pima County, Arizona",6411,420
1400000US04019004026,4019004026,"Census Tract 40.26, Pima County, Arizona",5251,314
1400000US04019004029,4019004029,"Census Tract 40.29, Pima County, Arizona",4426,498
1400000US04019004030,4019004030,"Census Tract 40.30, Pima County, Arizona",1757,153
1400000US04019004031,4019004031,"Census Tract 40.31, Pima County, Arizona",4012,371
1400000US04019004032,4019004032,"Census Tract 40.32, Pima County, Arizona",3916,301
1400000US04019004033,4019004033,"Census Tract 40.33, Pima County, Arizona",3759,321
1400000US04019004034,4019004034,"Census Tract 40.34, Pima County, Arizona",3748,371
1400000US04019004035,4019004035,"Census Tract 40.35, Pima County, Arizona",3730,393
1400000US04019004036,4019004036,"Census Tract 40.36, Pima County, Arizona",2878,409
1400000US04019004037,4019004037,"Census Tract 40.37, Pima County, Arizona",3011,386
1400000US04019004038,4019004038,"Census Tract 40.38, Pima County, Arizona",2620,343
1400000US04019004039,4019004039,"Census Tract 40.39, Pima County, Arizona",2595,300
1400000US04019004042,4019004042,"Census Tract 40.42, Pima County, Arizona",4792,356
1400000US04019004043,4019004043,"Census Tract 40.43, Pima County, Arizona",4232,270
1400000US04019004044,4019004044,"Census Tract 40.44, Pima County, Arizona",4034,296
1400000US04019004046,4019004046,"Census Tract 40.46, Pima County, Arizona",4543,344
1400000US04019004047,4019004047,"Census Tract 40.47, Pima County, Arizona",2843,288
1400000US04019004048,4019004048,"Census Tract 40.48, Pima County, Arizona",4184,387
1400000US04019004049,4019004049,"Census Tract 40.49, Pima County, Arizona",2555,262
1400000US04019004050,4019004050,"Census Tract 40.50, Pima County, Arizona",2065,156
1400000US04019004051,4019004051,"Census Tract 40.51, Pima County, Arizona",4974,383
1400000US04019004052,4019004052,"Census Tract 40.52, Pima County, Arizona",1965,225
1400000US04019004053,4019004053,"Census Tract 40.53, Pima County, Arizona",2880,235
1400000US04019004054,4019004054,"Census Tract 40.54, Pima County, Arizona",1424,105
1400000US04019004055,4019004055,"Census Tract 40.55, Pima County, Arizona",3398,288
1400000US04019004056,4019004056,"Census Tract 40.56, Pima County, Arizona",2262,239
1400000US04019004057,4019004057,"Census Tract 40.57, Pima County, Arizona",4482,264
1400000US04019004058,4019004058,"Census Tract 40.58, Pima County, Arizona",4735,394
1400000US04019004061,4019004061,"Census Tract 40.61, Pima County, Arizona",4442,446
1400000US04019004062,4019004062,"Census Tract 40.62, Pima County, Arizona",5166,301
1400000US04019004063,4019004063,"Census Tract 40.63, Pima County, Arizona",5193,355
1400000US04019004064,4019004064,"Census Tract 40.64, Pima County, Arizona",7704,610
1400000US04019004065,4019004065,"Census Tract 40.65, Pima County, Arizona",3947,255
1400000US04019004066,4019004066,"Census Tract 40.66, Pima County, Arizona",3193,254
1400000US04019004067,4019004067,"Census Tract 40.67, Pima County, Arizona",3025,365
1400000US04019004068,4019004068,"Census Tract 40.68, Pima County, Arizona",5294,580
1400000US04019004069,4019004069,"Census Tract 40.69, Pima County, Arizona",3979,423
1400000US04019004070,4019004070,"Census Tract 40.70, Pima County, Arizona",3088,261
1400000US04019004071,4019004071,"Census Tract 40.71, Pima County, Arizona",4706,373
1400000US04019004072,4019004072,"Census Tract 40.72, Pima County, Arizona",2657,282
1400000US04019004073,4019004073,"Census Tract 40.73, Pima County, Arizona",5060,361
1400000US04019004074,4019004074,"Census Tract 40.74, Pima County, Arizona",1972,136
1400000US04019004107,4019004107,"Census Tract 41.07, Pima County, Arizona",9861,688
1400000US04019004109,4019004109,"Census Tract 41.09, Pima County, Arizona",5216,419
1400000US04019004110,4019004110,"Census Tract 41.10, Pima County, Arizona",3634,390
1400000US04019004112,4019004112,"Census Tract 41.12, Pima County, Arizona",2880,359
1400000US04019004113,4019004113,"Census Tract 41.13, Pima County, Arizona",4363,662
1400000US04019004114,4019004114,"Census Tract 41.14, Pima County, Arizona",4749,551
1400000US04019004115,4019004115,"Census Tract 41.15, Pima County, Arizona",7368,815
1400000US04019004116,4019004116,"Census Tract 41.16, Pima County, Arizona",2636,400
1400000US04019004117,4019004117,"Census Tract 41.17, Pima County, Arizona",5995,518
1400000US04019004118,4019004118,"Census Tract 41.18, Pima County, Arizona",4262,787
1400000US04019004119,4019004119,"Census Tract 41.19, Pima County, Arizona",6463,606
1400000US04019004120,4019004120,"Census Tract 41.20, Pima County, Arizona",978,223
1400000US04019004121,4019004121,"Census Tract 41.21, Pima County, Arizona",8129,819
1400000US04019004122,4019004122,"Census Tract 41.22, Pima County, Arizona",4750,612
1400000US04019004125,4019004125,"Census Tract 41.25, Pima County, Arizona",5907,532
1400000US04019004307,4019004307,"Census Tract 43.07, Pima County, Arizona",3233,188
1400000US04019004310,4019004310,"Census Tract 43.10, Pima County, Arizona",1964,211
1400000US04019004311,4019004311,"Census Tract 43.11, Pima County, Arizona",4437,341
1400000US04019004312,4019004312,"Census Tract 43.12, Pima County, Arizona",5493,434
1400000US04019004313,4019004313,"Census Tract 43.13, Pima County, Arizona",4606,725
1400000US04019004316,4019004316,"Census Tract 43.16, Pima County, Arizona",3282,421
1400000US04019004317,4019004317,"Census Tract 43.17, Pima County, Arizona",2861,248
1400000US04019004320,4019004320,"Census Tract 43.20, Pima County, Arizona",3105,436
1400000US04019004321,4019004321,"Census Tract 43.21, Pima County, Arizona",4487,459
1400000US04019004322,4019004322,"Census Tract 43.22, Pima County, Arizona",7192,569
1400000US04019004323,4019004323,"Census Tract 43.23, Pima County, Arizona",4066,535
1400000US04019004324,4019004324,"Census Tract 43.24, Pima County, Arizona",2787,256
1400000US04019004325,4019004325,"Census Tract 43.25, Pima County, Arizona",1909,189
1400000US04019004326,4019004326,"Census Tract 43.26, Pima County, Arizona",3197,437
1400000US04019004327,4019004327,"Census Tract 43.27, Pima County, Arizona",4604,582
1400000US04019004328,4019004328,"Census Tract 43.28, Pima County, Arizona",3574,375
1400000US04019004329,4019004329,"Census Tract 43.29, Pima County, Arizona",10410,546
1400000US04019004330,4019004330,"Census Tract 43.30, Pima County, Arizona",1707,189
1400000US04019004331,4019004331,"Census Tract 43.31, Pima County, Arizona",3712,334
1400000US04019004332,4019004332,"Census Tract 43.32, Pima County, Arizona",1283,128
1400000US04019004333,4019004333,"Census Tract 43.33, Pima County, Arizona",4210,411
1400000US04019004334,4019004334,"Census Tract 43.34, Pima County, Arizona",8391,861
1400000US04019004404,4019004404,"Census Tract 44.04, Pima County, Arizona",3302,303
1400000US04019004407,4019004407,"Census Tract 44.07, Pima County, Arizona",6849,882
1400000US04019004411,4019004411,"Census Tract 44.11, Pima County, Arizona",7851,719
1400000US04019004412,4019004412,"Census Tract 44.12, Pima County, Arizona",3569,457
1400000US04019004413,4019004413,"Census Tract 44.13, Pima County, Arizona",3313,285
1400000US04019004414,4019004414,"Census Tract 44.14, Pima County, Arizona",3096,234
1400000US04019004415,4019004415,"Census Tract 44.15, Pima County, Arizona",1681,245
1400000US04019004418,4019004418,"Census Tract 44.18, Pima County, Arizona",3301,271
1400000US04019004419,4019004419,"Census Tract 44.19, Pima County, Arizona",5040,557
1400000US04019004421,4019004421,"Census Tract 44.21, Pima County, Arizona",8131,1247
1400000US04019004422,4019004422,"Census Tract 44.22, Pima County, Arizona",5605,530
1400000US04019004423,4019004423,"Census Tract 44.23, Pima County, Arizona",3984,453
1400000US04019004424,4019004424,"Census Tract 44.24, Pima County, Arizona",3687,819
1400000US04019004425,4019004425,"Census Tract 44.25, Pima County, Arizona",6041,851
1400000US04019004426,4019004426,"Census Tract 44.26, Pima County, Arizona",3257,531
1400000US04019004427,4019004427,"Census Tract 44.27, Pima County, Arizona",7885,492
1400000US04019004428,4019004428,"Census Tract 44.28, Pima County, Arizona",3387,309
1400000US04019004429,4019004429,"Census Tract 44.29, Pima County, Arizona",7319,581
1400000US04019004430,4019004430,"Census Tract 44.30, Pima County, Arizona",3010,371
1400000US04019004431,4019004431,"Census Tract 44.31, Pima County, Arizona",4157,651
1400000US04019004504,4019004504,"Census Tract 45.04, Pima County, Arizona",6675,805
1400000US04019004505,4019004505,"Census Tract 45.05, Pima County, Arizona",3818,486
1400000US04019004506,4019004506,"Census Tract 45.06, Pima County, Arizona",4942,436
1400000US04019004508,4019004508,"Census Tract 45.08, Pima County, Arizona",4328,490
1400000US04019004510,4019004510,"Census Tract 45.10, Pima County, Arizona",3480,585
1400000US04019004511,4019004511,"Census Tract 45.11, Pima County, Arizona",4354,377
1400000US04019004512,4019004512,"Census Tract 45.12, Pima County, Arizona",3989,478
1400000US04019004513,4019004513,"Census Tract 45.13, Pima County, Arizona",3170,453
1400000US04019004610,4019004610,"Census Tract 46.10, Pima County, Arizona",6004,495
1400000US04019004613,4019004613,"Census Tract 46.13, Pima County, Arizona",4024,368
1400000US04019004614,4019004614,"Census Tract 46.14, Pima County, Arizona",3115,342
1400000US04019004615,4019004615,"Census Tract 46.15, Pima County, Arizona",2866,275
1400000US04019004616,4019004616,"Census Tract 46.16, Pima County, Arizona",3614,344
1400000US04019004617,4019004617,"Census Tract 46.17, Pima County, Arizona",2524,225
1400000US04019004618,4019004618,"Census Tract 46.18, Pima County, Arizona",3474,286
1400000US04019004619,4019004619,"Census Tract 46.19, Pima County, Arizona",3430,253
1400000US04019004620,4019004620,"Census Tract 46.20, Pima County, Arizona",1682,134
1400000US04019004621,4019004621,"Census Tract 46.21, Pima County, Arizona",2056,249
1400000US04019004622,4019004622,"Census Tract 46.22, Pima County, Arizona",3139,215
1400000US04019004623,4019004623,"Census Tract 46.23, Pima County, Arizona",4747,486
1400000US04019004624,4019004624,"Census Tract 46.24, Pima County, Arizona",6596,602
1400000US04019004625,4019004625,"Census Tract 46.25, Pima County, Arizona",1823,184
1400000US04019004626,4019004626,"Census Tract 46.26, Pima County, Arizona",3572,385
1400000US04019004627,4019004627,"Census Tract 46.27, Pima County, Arizona",2975,226
1400000US04019004628,4019004628,"Census Tract 46.28, Pima County, Arizona",1300,106
1400000US04019004630,4019004630,"Census Tract 46.30, Pima County, Arizona",2158,265
1400000US04019004631,4019004631,"Census Tract 46.31, Pima County, Arizona",3573,295
1400000US04019004632,4019004632,"Census Tract 46.32, Pima County, Arizona",2702,178
1400000US04019004633,4019004633,"Census Tract 46.33, Pima County, Arizona",2865,245
1400000US04019004634,4019004634,"Census Tract 46.34, Pima County, Arizona",981,127
1400000US04019004635,4019004635,"Census Tract 46.35, Pima County, Arizona",5303,425
1400000US04019004636,4019004636,"Census Tract 46.36, Pima County, Arizona",7217,441
1400000US04019004638,4019004638,"Census Tract 46.38, Pima County, Arizona",9440,668
1400000US04019004639,4019004639,"Census Tract 46.39, Pima County, Arizona",3878,383
1400000US04019004640,4019004640,"Census Tract 46.40, Pima County, Arizona",4928,408
1400000US04019004641,4019004641,"Census Tract 46.41, Pima County, Arizona",3888,270
1400000US04019004642,4019004642,"Census Tract 46.42, Pima County, Arizona",3020,331
1400000US04019004643,4019004643,"Census Tract 46.43, Pima County, Arizona",4383,466
1400000US04019004644,4019004644,"Census Tract 46.44, Pima County, Arizona",2570,184
1400000US04019004645,4019004645,"Census Tract 46.45, Pima County, Arizona",5308,821
1400000US04019004646,4019004646,"Census Tract 46.46, Pima County, Arizona",4319,404
1400000US04019004647,4019004647,"Census Tract 46.47, Pima County, Arizona",4488,277
1400000US04019004710,4019004710,"Census Tract 47.10, Pima County, Arizona",3666,454
1400000US04019004711,4019004711,"Census Tract 47.11, Pima County, Arizona",4555,408
1400000US04019004712,4019004712,"Census Tract 47.12, Pima County, Arizona",3204,261
1400000US04019004713,4019004713,"Census Tract 47.13, Pima County, Arizona",3664,268
1400000US04019004714,4019004714,"Census Tract 47.14, Pima County, Arizona",5298,377
1400000US04019004715,4019004715,"Census Tract 47.15, Pima County, Arizona",4319,361
1400000US04019004716,4019004716,"Census Tract 47.16, Pima County, Arizona",6183,476
1400000US04019004717,4019004717,"Census Tract 47.17, Pima County, Arizona",2129,282
1400000US04019004718,4019004718,"Census Tract 47.18, Pima County, Arizona",2016,261
1400000US04019004719,4019004719,"Census Tract 47.19, Pima County, Arizona",5667,484
1400000US04019004720,4019004720,"Census Tract 47.20, Pima County, Arizona",1395,150
1400000US04019004721,4019004721,"Census Tract 47.21, Pima County, Arizona",3330,263
1400000US04019004722,4019004722,"Census Tract 47.22, Pima County, Arizona",2329,173
1400000US04019004723,4019004723,"Census Tract 47.23, Pima County, Arizona",4483,551
1400000US04019004724,4019004724,"Census Tract 47.24, Pima County, Arizona",2450,239
1400000US04019004725,4019004725,"Census Tract 47.25, Pima County, Arizona",2537,283
1400000US04019004726,4019004726,"Census Tract 47.26, Pima County, Arizona",4413,222
1400000US04019005200,4019005200,"Census Tract 52, Pima County, Arizona",4026,573
